Paper,Coder
21,"A = meticillin_S.aureus_2000 Outpatients; B = meticillin_S.aureus_2000 Inpatients; C = meticillin_S.aureus_2001 Outpatients; D = meticillin_S.aureus_2001 Inpatients; E = meticillin_S.aureus_2002 Outpatients; F = meticillin_S.aureus_2002 Inpatients; G = ciprofloxacin_S.aureus_Ciprofloxacin, MRSA Outpatient; H = clindamycin_S.aureus_Clindamycin, MRSA Outpatient; I = erythromycin_S.aureus_Erythromycin, MRSA Outpatient; J = gentamicin_S.aureus_Gentamicin, MRSA Outpatient; K = levofloxacin_S.aureus_Levofloxacin, MRSA Outpatient; L = rifampicin_S.aureus_Rifampicin, MRSA Outpatient; M = tetracycline_S.aureus_Tetracycline, MRSA Outpatient; N = sulfamethoxazole and trimethoprim_S.aureus_TMP/SMX, MRSA Outpatient; O = ciprofloxacin_S.aureus_Ciprofloxacin, MRSA Inpatient; P = clindamycin_S.aureus_Clindamycin, MRSA Inpatient; Q = erythromycin_S.aureus_Erythromycin, MRSA Inpatient; R = gentamicin_S.aureus_Gentamicin, MRSA Inpatient; S = levofloxacin_S.aureus_Levofoxacin, MRSA Inpatient; T = rifampicin_S.aureus_Rifampicin, MRSA Inpatient; U = tetracycline_S.aureus_Tetracycline, MRSA Inpatient; V = sulfamethoxazole and trimethoprim_S.aureus_TMP-SMX, MRSA Inpatient"
23,A = penicillin_S.aureus_Penicillin G; B = erythromycin_S.aureus_Erythromycin
24,A = penicillin_N.gonorrhoeae_Penicillin; B = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin; C = tetracycline_N.gonorrhoeae_Tetracycline
27,"A = MDR 3_S.pneumoniae_MDR (resistance to three or more of the following antimicrobial agents (intermediate isolates were excluded): penicillin, ceftriaxone, azithromycin, SXT, and levofloxacin); B = penicillin_S.pneumoniae_Penicillin; C = amoxicillin and beta-lactamase inhibitor_S.pneumoniae_Amoxicillin-clavulanate; D = ceftriaxone_S.pneumoniae_Ceftriaxone; E = azithromycin_S.pneumoniae_Azithromycin; F = sulfamethoxazole and trimethoprim_S.pneumoniae_trimethoprim-sulfamethoxazole; G = levofloxacin_S.pneumoniae_Levofloxacin; H = ampicillin_H.influenzae_Ampicillin; I = amoxicillin and beta-lactamase inhibitor_H.influenzae_Amoxicillin-clavulanic acid; J = azithromycin_H.influenzae_Azithromycin; K = sulfamethoxazole and trimethoprim_H.influenzae_TMP-SMX; L = levofloxacin_H.influenzae_Levofloxacin; M = ampicillin_M.catarrhalis_Ampicillin; N = azithromycin_M.catarrhalis_Azithromycin; O = sulfamethoxazole and trimethoprim_M.catarrhalis_TMP-SMX"
324,A = penicillin_S.pneumoniae_Penicillin
28,A = penicillin_S.pneumoniae_Penicillin; B = amoxicillin and beta-lactamase inhibitor_S.pneumoniae_AMC; C = cefuroxime_S.pneumoniae_Cefuroxime; D = cefotaxime_S.pneumoniae_Cefotaxime; E = erythromycin_S.pneumoniae_Erythromycin; F = azithromycin_S.pneumoniae_Azithromycin; G = chloramphenicol_S.pneumoniae_Chloramphenicol; H = tetracycline_S.pneumoniae_Tetracycline; I = ofloxacin_S.pneumoniae_Ofloxacin; J = sulfamethoxazole_S.pneumoniae_SXT; K = vancomycin_S.pneumoniae_Vancomycin; L = imipenem and cilastatin_S.pneumoniae_Imipenem
25,A = penicillin_S.pneumoniae_Penicillin
26,"A = Any first line_M.tuberculosis_Any (streptomycin only, isoniazid only, rifampicin only, streptomycin + isoniazid, isoniazid + rifampicin, rifampicin + streptomycin, streptomycin + isoniazid + rifampicin)"
29,"A = ampicillin_Multiple_Ampicillin (Urban), Multiple (E.coli, Klebsiella spp, Enterobacter spp, other enterobacteria); B = trimethoprim_Multiple_Trimethroprim (Urban), Multiple (E.coli, Klebsiella spp, Enterobacter spp, other enterobacteria); C = chloramphenicol_Multiple_Chloramphenicol (Urban), Multiple (E.coli, Klebsiella spp, Enterobacter spp, other enterobacteria); D = nalidixic acid_Multiple_Nalidixic acid (Urban), Multiple (E.coli, Klebsiella spp, Enterobacter spp, other enterobacteria); E = gentamicin_Multiple_Gentamicin (Urban), Multiple (E.coli, Klebsiella spp, Enterobacter spp, other enterobacteria)"
30,"A = Any first line_M.tuberculosis_Any (Isoniazid only (39), isoniazid + streptomycin (8), isoniazid + ethionamide (5), isoniazid + streptomycin + ethambutol (2), isoniazid + streptomycin + ethionamide (1), isoniazid + ethambutol (2), isoniazid + rifmpicin (1), streptomycin only (2))"
34,A = meticillin_S.aureus_Methicillin
35,A = metronidazole_H.pylori_Metronidazole; B = levofloxacin_H.pylori_Levofloxacin; C = clarithromycin_H.pylori_Clarithromycin; D = amoxicillin_H.pylori_Amoxicillin
36,A = meticillin_S.aureus_Methicillin
37,"A = MDR 3_Multiple_MDR (resistant or had intermediate susceptibility to 1 or more antibiotics in 3 or more antimicrobial classes), Gram negative organism"
38,A = ciprofloxacin_E.coli_Ciprofloxacin; B = ofloxacin_E.coli_Ofloxacin; C = norfloxacin_E.coli_Norfloxacin; D = enoxacin_E.coli_Enoxacin; E = sparfloxacin_E.coli_Sparfloxacin; F = moxifloxacin_E.coli_Moxifloxacin; G = nalidixic acid_E.coli_Nalidixic acid
40,"A = Any first line_M.tuberculosis_Any (resistant  to  one  or  more  first-line  drugs - rifampicin, isoniazid, ethambutol, streptomycin)"
41,"A = fosfomycin_Multiple_Fosfomycin, Multiple (E.coli, Klebsiella spp, Proteus spp (data is available for the number of each bacteria in each age group)); B = cefpodoxime_Multiple_Cefpodoxime, Multiple (E.coli, Klebsiella spp, Proteus spp (data is available for the number of each bacteria in each age group)); C = amoxicillin and beta-lactamase inhibitor_Multiple_Amoxixillin/clavulanic acid, Multiple (E.coli, Klebsiella spp, Proteus spp (data is available for the number of each bacteria in each age group)); D = sulfamethoxazole and trimethoprim_Multiple_Trimethoprim/sulfamethoxazole, Multiple (E.coli, Klebsiella spp, Proteus spp (data is available for the number of each bacteria in each age group)); E = ciprofloxacin_Multiple_Ciprofloxacin, Multiple (E.coli, Klebsiella spp, Proteus spp (data is available for the number of each bacteria in each age group))"
44,A = ceftriaxone_S.pneumoniae_Ceftriaxone
45,"A = Any first line_M.tuberculosis_Any (isoniazid, rifampicin, streptomycin, ethambutol, MDR, non-MDR polyresistance)"
46,A = pyrazinamide_M.tuberculosis_Pyrazinamide
47,A = ampicillin_E.coli_Ampicillin (Male); B = ampicillin_E.coli_Ampicillin (Female); C = amoxicillin_E.coli_Amoxicillin clavulanate (Male); D = amoxicillin_E.coli_Amoxicillin clavulanate (Female); E = ciprofloxacin_E.coli_Ciprofloxacin (Male); F = ciprofloxacin_E.coli_Ciprofloxacin (Female); G = nitrofurantoin_E.coli_Nitrofurantoin (Male); H = nitrofurantoin_E.coli_Nitrofurantoin (Female); I = sulfamethoxazole and trimethoprim_E.coli_Trimethoprim/Sulfamethoxazole (Male); J = sulfamethoxazole and trimethoprim_E.coli_Trimethoprim/Sulfamethoxazole (Female)
51,A = sulfamethoxazole and trimethoprim_Shigella_TMP-SMX; B = ampicillin_Shigella_Ampicillin; C = ampicillin + sulfamethoxazole and trimethoprim_Shigella_Ampicillin + TMP-SMX; D = ampicillin + sulfamethoxazole and trimethoprim + tetracycline_Shigella_Ampicillin + TMP-SMX + Tetracycline; E = ampicillin + chloramphenicol + sulfamethoxazole and trimethoprim_Shigella_Ampicillin + TMP-SMX + Chloramphenicol 
53,A = metronidazole_H.pylori_Metronidazole; B = clarithromycin_H.pylori_Clarithromycin; C = clarithromycin + metronidazole_H.pylori_Metronidazole+Clarithromycin; D = tetracycline_H.pylori_Tetracycline; E = ciprofloxacin_H.pylori_Ciprofloxacin
55,A = meticillin_S.aureus_Methicillin
57,A = MDR TB_M.tuberculosis_MDR (with in vitro resistance to at least isoniazid and rifampicin)
325,"A = ampicillin_E.coli_Ampicillin, Acute diarrhoea; B = ampicillin and beta-lactamase inhibitor_E.coli_Ampicillin-sublactam, Acute diarrhoea; C = mezlocillin_E.coli_Mezlocillin, Acute diarrhoea; D = piperacillin_E.coli_Piperacillin, Acute diarrhoea; E = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin-tazobactam, Acute diarrhoea; F = cefuroxime_E.coli_Cefuroxime axetil, Acute diarrhoea; G = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX, Acute diarrhoea; H = gentamicin_E.coli_Gentamicin, Acute diarrhoea; I = tobramycin_E.coli_Tobramycin, Acute diarrhoea; J = amikacin_E.coli_Amikacin, Acute diarrhoea; K = tetracycline_E.coli_Tetracycline, Acute diarrhoea; L = ciprofloxacin_E.coli_Ciprofloxacin, Acute diarrhoea; M = chloramphenicol_E.coli_Chloramphenicol, Acute diarrhoea; N = ampicillin_E.coli_Ampicillin, No diarrhoea; O = ampicillin and beta-lactamase inhibitor_E.coli_Ampicillin-sublactam, No diarrhoea; P = mezlocillin_E.coli_Mezlocillin, No diarrhoea; Q = piperacillin_E.coli_Piperacillin, No diarrhoea; R = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin-tazobactam, No diarrhoea; S = cefuroxime_E.coli_Cefuroxime axetil, No diarrhoea; T = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX, No diarrhoea; U = gentamicin_E.coli_Gentamicin, No diarrhoea; V = tobramycin_E.coli_Tobramycin, No diarrhoea; W = amikacin_E.coli_Amikacin, No diarrhoea; X = tetracycline_E.coli_Tetracycline, No diarrhoea; Y = ciprofloxacin_E.coli_Ciprofloxacin, No diarrhoea; Z = chloramphenicol_E.coli_Chloramphenicol, No diarrhoea"
58,A = meticillin_S.aureus_Methicillin
61,"A = Any_M.tuberculosis_Any (Isoniazid, Rifampicin, Ethambutol, Streptomycin), New patients; B = MDR TB_M.tuberculosis_MDR (Isoniazid and Rifampicin), New patients; C = Any_M.tuberculosis_Any (Isoniazid, Rifampicin, Ethambutol, Streptomycin), Relapse patients; D = MDR TB_M.tuberculosis_MDR (Isoniazid and Rifampicin), Relapse patients; E = Any_M.tuberculosis_Any (Isoniazid, Rifampicin, Ethambutol, Streptomycin), Other previously treated patients; F = MDR TB_M.tuberculosis_MDR (Isoniazid and Rifampicin), Other previously treated patients"
62,A = oxacillin_S.aureus_Oxacillin
63,A = penicillin_S.pneumoniae_Penicillin
65,A = erythromycin_S.pneumoniae_Erythromycin (M and MLSB phenotype)
67,A = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin
68,"A = norfloxacin_Campylobacter_Norfloxacin, C. jejuni or C. coli"
69,A = penicillin_S.pneumoniae_Penicillin
70,"A = trimethoprim_Multiple_Trimethroprim, Multiple (E.coli, Klebsiella spp, Proteus spp (The majority of strains isolated were Escherichia coli (83.4%) while 7.5 % were Klebsiella spp. and 6.0 % were Proteus spp))"
71,A = Any first line_M.tuberculosis_Isoniazid / Streptomycin / Ethambutol / Rifampicin
73,A = amikacin_M.tuberculosis_Amikacin; B = cycloserine_M.tuberculosis_Cycloserine; C = ethambutol_M.tuberculosis_Ethambutol; D = ethionamide_M.tuberculosis_Ethionamide; E = isoniazid_M.tuberculosis_Isoniazid; F = kanamycin_M.tuberculosis_Kanamycin; G = moxifloxacin_M.tuberculosis_Moxifloxacin; H = ofloxacin_M.tuberculosis_Ofloxacin; I = 4-aminosalicylic acid_M.tuberculosis_Aminosalicylici acid; J = rifabutin_M.tuberculosis_Rifabutin; K = rifampicin_M.tuberculosis_Rifampin; L = streptomycin_M.tuberculosis_Streptomycin; M = Any first line_M.tuberculosis_Any first line drug (ethambitol / isoniazid / rifampin / streptomycin); N = Any_M.tuberculosis_Resistance to any drug; O = MDR TB_M.tuberculosis_MDR (isoniazid + rifampin); P = XDR TB_M.tuberculosis_XDR (resistance to isoniazid + rifampin + one fluoroquinolone + one second-line injectable drug)
74,A = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin (R) EUCAST-CLSI; B = penicillin_N.gonorrhoeae_Penicillin (I+R) EUCAST-CLSI; C = azithromycin_N.gonorrhoeae_Azithromycin (I+R) EUCAST; D = tetracycline_N.gonorrhoeae_Tetracycline (I+R) EUCAST
76,A = amoxicillin_E.coli_Amoxicillin; B = amoxicillin and beta-lactamase inhibitor_E.coli_Co-amoxiclav; C = trimethoprim_E.coli_Trimethroprim; D = sulfamethoxazole and trimethoprim_E.coli_Co-trimoxazole; E = ciprofloxacin_E.coli_Ciprofloxacin; F = nitrofurantoin_E.coli_Nitrofurantoin; G = fosfomycin_E.coli_Fosfomycin
77,A = ESBL_E.coli_ESBL
78,A = ceftriaxone_E.coli_Ceftriaxone
79,A = rifampicin_M.tuberculosis_Rifampicin
80,"A = MDR 3_Multiple_MDR (resistant to 3 or more antimicrobial classes), Multiple (Enterococcus spp, Klebsiella spp, E.coli, P.mirabilis, A.baumanii, P.aeruginosa, P.rettgeri, M.catarrhalis, MSSA, MRSA)"
81,"A = ESBL_Multiple_ESBL, Multiple (E.coli, K.pneumoniae)"
82,A = ampicillin_E.coli_Ampicillin; B = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin/Clavulanic acid; C = piperacillin_E.coli_Piperacillin; D = cefalotin_E.coli_Cephalothin; E = cefuroxime_E.coli_Cefuroxime; F = cefotaxime_E.coli_Cefotaxime; G = streptomycin_E.coli_Streptomycin; H = gentamicin_E.coli_Gentamicin; I = amikacin_E.coli_Amikacin; J = tetracycline_E.coli_Tetracycline; K = doxycycline_E.coli_Doxycycline; L = sulfamethoxazole and trimethoprim_E.coli_Trimethoprim/sulfamethoxazole; M = chloramphenicol_E.coli_Chloramphenicol; N = nalidixic acid_E.coli_Nalidixic acid; O = norfloxacin_E.coli_Norfloxacin; P = ciprofloxacin_E.coli_Ciprofloxacin; Q = nitrofurantoin_E.coli_Nitrofurantoin; R = Any_E.coli_Any (resistant to at least one agent); S = MDR 3_E.coli_MDR (non-susceptible profile to 1 or more agent in 3 or more antimicrobial categories)
84,"A = MDR 3_A.baumannii_MDR was defined as the absence of susceptibility to >3 of the following antimicrobials or groups of antimicrobials: ampicillin/sulbactam, aztreonam, ceftazidime, ciprofloxacin, gentamicin, imipenem, piperacillin, trimethoprim/sulfamethoxazole, carbapenems, and amikacin "
86,A = Any_M.tuberculosis_Any; B = isoniazid_M.tuberculosis_Isoniazid; C = rifampicin_M.tuberculosis_Rifampin; D = pyrazinamide_M.tuberculosis_Pyrazinamide; E = streptomycin_M.tuberculosis_Streptomycin; F = ethambutol_M.tuberculosis_Ethambutol; G = 4-aminosalicylic acid_M.tuberculosis_Para-aminosalicylic acid; H = kanamycin_M.tuberculosis_Kanamycin; I = capreomycin_M.tuberculosis_Capreomycin; J = cycloserine_M.tuberculosis_Cycloserine; K = ofloxacin_M.tuberculosis_Ofloxacin; L = moxifloxacin_M.tuberculosis_Moxifloxacin; M = amikacin_M.tuberculosis_Amikacin; N = MDR TB_M.tuberculosis_MDR (isoniazid + rifampin); O = XDR TB_M.tuberculosis_XDR (resistant to any fluoroquinolone and is resistant to at least one of the 3 injectable second-line drugs (AMK / CPM / KM) in addition to MDR-TB)
87,A = clindamycin_S.aureus_Clindamycin; B = meticillin_S.aureus_Methicillin (2009-2012); C = meticillin_S.aureus_Methicillin (Adult 2013 Community); D = meticillin_S.aureus_Methicillin (Adult 2013 LTCF)
89,"A = Any first line_M.tuberculosis_Any (Isoniazid, rifampicin, ethambutol, streptomycin)"
90,A = ciprofloxacin_Campylobacter_Ciiprofloxacin; B = erythromycin_Campylobacter_Erythromycin
91,A = amoxicillin_H.pylori_Amomxicillin; B = clarithromycin_H.pylori_Clarithromycin; C = metronidazole_H.pylori_Metronidazole; D = levofloxacin_H.pylori_Levofloxacin; E = tetracycline_H.pylori_Tetracycline; F = rifampicin_H.pylori_Rifampicin
92,"A = isoniazid_M.tuberculosis_Isoniazid; B = rifampicin_M.tuberculosis_Rifampicin; C = streptomycin_M.tuberculosis_Streptomycin; D = ethambutol_M.tuberculosis_Ethambutol; E = ofloxacin_M.tuberculosis_Ofloxacin; F = kanamycin_M.tuberculosis_Kanamycin; G = Any_M.tuberculosis_Any; H = MDR TB_M.tuberculosis_At least INH and RIF; I = pre-XDR TB_M.tuberculosis_Resistance to INH and RIF and either OFLX or KM but not both; J = XDR TB_M.tuberculosis_Resistance to at least INH, RIF, OFLX and KM"
93,A = penicillin_N.gonorrhoeae_Penicillin (MSM); B = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin (MSM); C = cefixime_N.gonorrhoeae_Cefixime (MSM); D = penicillin_N.gonorrhoeae_Penicillin (Heterosexual); E = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin (Heterosexual); F = cefixime_N.gonorrhoeae_Cefixime (Heterosexual)
95,A = ciprofloxacin_N.gonorrhoeae_Ciprofloxacin; B = azithromycin_N.gonorrhoeae_Azithromycin; C = cefixime_N.gonorrhoeae_Cefixime
96,A = azithromycin_S.aureus_Azithromycin; B = clindamycin_S.aureus_Clindamycin; C = erythromycin_S.aureus_Erythromycin; D = oxacillin_S.aureus_Oxacillin; E = penicillin_S.aureus_Penicillin; F = fusidic acid_S.aureus_Fucidic acid; G = mupirocin_S.aureus_Mupirocin
99,A = MDR 3_E.coli_MDR (co-resistance to at least three different antibiotic classes)
100,"A = Any first line_M.tuberculosis_At least one first-line anti-TB drug (isoniazid, rifampicin, streptomycin, ethambutol); B = MDR TB_M.tuberculosis_MDR-TB (resistance to at least rifampicin and isoniazid)"
101,A = penicillin_S.pneumoniae_Penicillin; B = erythromycin_S.pneumoniae_Erythromycin
102,A = penicillin_S.pneumoniae_Penicillin G; B = amoxicillin_S.pneumoniae_Amoxicillin; C = cefotaxime_S.pneumoniae_Cefotaxime
103,A = ESBL_Klebsiella_ESBL
104,A = clarithromycin_H.pylori_Clarithromycin; B = metronidazole_H.pylori_Metronidazole; C = amoxicillin_H.pylori_Amoxicillin
105,A = meropenem_P.aeruginosa_Meropenem
106,"A = ESBL_Multiple_ESBL, Enterobacteria (ESBL PE isolates were E.coli (31), K.pneumoniae (14), Enterobacter cloacae (3), Citrobacter freundii (3), Kluyvera (1), Pantoa (1))"
107,A = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX
110,A = MDR TB_M.tuberculosis_MDR (isoniazid + rifampicin)
111,A = metronidazole_H.pylori_Metronidazole; B = clarithromycin_H.pylori_Clarithromycin; C = clarithromycin + metronidazole_H.pylori_MDR (Resistant to metronidazole and clarithromycin); D = amoxicillin_H.pylori_Amoxicilin
112,A = ciprofloxacin_E.coli_Ciprofloxacin
114,A = clarithromycin_H.pylori_Clarithromycin; B = metronidazole_H.pylori_Metronidazole; C = amoxicillin_H.pylori_Amoxicillin
116,A = sulfamethoxazole and trimethoprim_E.coli_Cotrimoxazole; B = nitrofurantoin_E.coli_Nitrofurantoin; C = ampicillin_E.coli_Ampicillin; D = piperacillin_E.coli_Piperacillin; E = ceftriaxone_E.coli_Ceftriaxone; F = ceftazidime_E.coli_Ceftazidime; G = cefotaxime_E.coli_Cefotaxime; H = norfloxacin_E.coli_Norfloxacina; I = ciprofloxacin_E.coli_Ciprofloxacin; J = gentamicin_E.coli_Gentamicin; K = tobramycin_E.coli_Tobramycin; L = amikacin_E.coli_Amikacin; M = aztreonam_E.coli_Aztreonam
117,A = cefotaxime_S.pneumoniae_Cefotaxime
118,A = Any first line_M.tuberculosis_Any (Isoniazid / Rifampicin / Pyrazinamide / Ethambutol /Streptomycin); B = isoniazid_M.tuberculosis_Isoniazid; C = pyrazinamide_M.tuberculosis_Pyrazinamide; D = streptomycin_M.tuberculosis_Streptomycin; E = isoniazid + streptomycin_M.tuberculosis_Isoniazid + Streptomycin; F = MDR TB_M.tuberculosis_MDR (Isoniazid + Rifampicin)
119,A = amoxicillin_E.coli_Amoxicillin; B = amoxicillin and beta-lactamase inhibitor_E.coli_Amoxicillin-clavulanic acid; C = piperacillin and beta-lactamase inhibitor_E.coli_Piperacillin-tazobactam; D = ceftriaxone_E.coli_Ceftriaxone; E = cefepime_E.coli_Cefepime; F = meropenem_E.coli_Meropenem; G = ciprofloxacin_E.coli_Ciprofloxacin; H = sulfamethoxazole and trimethoprim_E.coli_Cotrimoxazole; I = nitrofurantoin_E.coli_Nitrofurantoin; J = amikacin_E.coli_Amikacin; K = fosfomycin_E.coli_Fosfomycin
120,"A = carbapenem_K.pneumoniae_Carbapenem (R+I to at least meropenem, imipenem or ertapenem)"
122,A = rifampicin_M.tuberculosis_Rifampicin
123,"A = cefazolin_Multiple_Cefazolin, Multiple - Various uropathogens (Urine cultures: Escherichia coli (54.5%), Klebsiella pneumoniae (13.1%), Enterococcus spp. (7.1%), Pseudomonas aeruginosa (4.6%), and Proteus mirabilis (3.5%), Bacteremic episodes: E. coli (53.1%), K. pneumoniae (11.3%), Staphylococcus aureus (6.1%), and P. mirabilis (4.3%))"
124,"A = ciprofloxacin_Multiple_Ciprofloxacin, Mulltiple (E.coli (65 %), E.faecalis (17.9%), K.pneumoniae (8.9%), P.aeruginosa (2.5%), Others (5.7%)); B = ESBL_Multiple_ESBL, Mulltiple (E.coli (65 %), E.faecalis (17.9%), K.pneumoniae (8.9%), P.aeruginosa (2.5%), Others (5.7%))"
127,A = tetracycline_S.pyogenes_Tetracycline
128,A = ciprofloxacin_E.coli_Ciprofloxacin
129,A = MDR TB_M.tuberculosis_Primary MDRTB+Primary XDRTB vs Primary non-MDR TB; B = XDR TB_M.tuberculosis_Primary XDRTB vs Primary non-MDRTB+Primary MDRTB 
131,A = cephalosporin_Pseudomonas_Pseudomonas-Ceftriaxone/cefotaxime; B = ceftazidime_Pseudomonas_Pseudomonas-Ceftazidime; C = cefoperazone and beta-lactamase inhibitor_Pseudomonas_Pseudomonas-Cefoperazone-sublactam; D = piperacillin and beta-lactamase inhibitor_Pseudomonas_Pseudomonas-Piperacillin-tazobactum; E = amikacin_Pseudomonas_Pseudomonas-Amikacin; F = gentamicin_Pseudomonas_Pseudomonas-Gentamicin; G = netilmicin_Pseudomonas_Pseudomonas-Netilmycin; H = tobramycin_Pseudomonas_Pseudomonas-Tobramycin; I = ciprofloxacin_Pseudomonas_Pseudomonas-Ciprofloxacin; J = imipenem and cilastatin_Pseudomonas_Pseudomonas-Imipenem; K = meropenem_Pseudomonas_Pseudomonas-Meropenem; L = cefepime_Pseudomonas_Pseudomonas-Cefepime; M = polymyxin B_Pseudomonas_Pseudomonas-Polymixin; N = cephalosporin_E.coli_E.coli-Ceftriaxone/cefotaxime; O = ceftazidime_E.coli_E.coli-Ceftazidime; P = cefoperazone and beta-lactamase inhibitor_E.coli_E.coli-Cefoperazone-sublactam; Q = piperacillin and beta-lactamase inhibitor_E.coli_E.coli-Piperacillin-tazobactum; R = amikacin_E.coli_E.coli-Amikacin; S = gentamicin_E.coli_E.coli-Gentamicin; T = netilmicin_E.coli_E.coli-Netilmycin; U = ciprofloxacin_E.coli_E.coli-Ciprofloxacin; V = imipenem and cilastatin_E.coli_E.coli-Imipenem; W = meropenem_E.coli_E.coli-Meropenem; X = cefepime_E.coli_E.coli-Cefepime; Y = cephalosporin_K.pneumoniae_K.pneumoniae-Ceftriaxone/cefotaxime; Z = ceftazidime_K.pneumoniae_K.pneumoniae-Ceftazidime; AA = cefoperazone and beta-lactamase inhibitor_K.pneumoniae_K.pneumoniae-Cefoperazone-sublactam; AB = piperacillin and beta-lactamase inhibitor_K.pneumoniae_K.pneumoniae-Piperacillin-tazobactum; AC = amikacin_K.pneumoniae_K.pneumoniae-Amikacin; AD = gentamicin_K.pneumoniae_K.pneumoniae-Gentamicin; AE = netilmicin_K.pneumoniae_K.pneumoniae-Netilmycin; AF = ciprofloxacin_K.pneumoniae_K.pneumoniae-Ciprofloxacin; AG = imipenem and cilastatin_K.pneumoniae_K.pneumoniae-Imipenem; AH = meropenem_K.pneumoniae_K.pneumoniae-Meropenem; AI = cefepime_K.pneumoniae_K.pneumoniae-Cefepime; AJ = cephalosporin_Acinetobacter_Acinitobacter-Ceftriaxone/cefotaxime; AK = ceftazidime_Acinetobacter_Acinitobacter-Ceftazidime; AL = cefoperazone and beta-lactamase inhibitor_Acinetobacter_Acinitobacter-Cefoperazone-sublactam; AM = piperacillin and beta-lactamase inhibitor_Acinetobacter_Acinitobacter-Piperacillin-tazobactum; AN = amikacin_Acinetobacter_Acinitobacter-Amikacin; AO = gentamicin_Acinetobacter_Acinitobacter-Gentamicin; AP = netilmicin_Acinetobacter_Acinitobacter-Netilmycin; AQ = tobramycin_Acinetobacter_Acinitobacter-Tobramycin; AR = ciprofloxacin_Acinetobacter_Acinitobacter-Ciprofloxacin; AS = imipenem and cilastatin_Acinetobacter_Acinitobacter-Imipenem; AT = meropenem_Acinetobacter_Acinitobacter-Meropenem; AU = cefepime_Acinetobacter_Acinitobacter-Cefepime; AV = polymyxin B_Acinetobacter_Acinitobacter-Polymixin; AW = gentamicin_Enterococcus_Enterococcus-Gentamycin; AX = ciprofloxacin_Enterococcus_Enterococcus-Ciprofloxacin; AY = vancomycin_Enterococcus_Enterococcus-Vancomycin; AZ = teicoplanin_Enterococcus_Enterococcus-Teicoplanin; BA = gentamicin_S.aureus_S.aureus-Gentamycin; BB = oxacillin_S.aureus_S.aureus-Oxacillin; BC = ciprofloxacin_S.aureus_S.aureus-Ciprofloxacin; BD = erythromycin_S.aureus_S.aureus-Erythromycin; BE = clindamycin_S.aureus_S.aureus-Clindamycin; BF = cefazolin_CoNS_CoN Staphylococcus-Cefzolin; BG = gentamicin_CoNS_CoN Staphylococcus-Gentamycin; BH = oxacillin_CoNS_CoN Staphylococcus-Oxacillin; BI = ciprofloxacin_CoNS_CoN Staphylococcus-Ciprofloxacin; BJ = erythromycin_CoNS_CoN Staphylococcus-Eryhtromycin; BK = clindamycin_CoNS_CoN Staphylococcus-Clindamycin; BL = penicillin_Streptococcus_Streptococcus-Penicillin G; BM = cefazolin_Streptococcus_Streptococcus-Cefzolin; BN = gentamicin_Streptococcus_Streptococcus-Gentamycin; BO = ciprofloxacin_Streptococcus_Streptococcus-Ciprofloxacin; BP = erythromycin_Streptococcus_Streptococcus-Erythromycin; BQ = vancomycin_Streptococcus_Streptococcus-Vancomycin; BR = teicoplanin_Streptococcus_Streptococcus-Teicoplanin
132,"A = XDR_Multiple_XDR (susceptible to one or less antimicrobial agent or only susceptible to imipenem and meropenem), Multiple (Acinetobacter / Klebsiella pneumoniae / Pseudomonas aeruginosa)"
133,A = ESBL_E.coli_E.coli-ESBL; B = ciprofloxacin_E.coli_E.coli-Ciprofloxacin; C = ESBL_K.pneumoniae_K.pneumoniae-ESBL
134,"A = Any first line_M.tuberculosis_Any (Streptomycin, Isoniazid, Rifampicin, Ethambutol - monoresistant or any combination)"
135,"A = Any first line_M.tuberculosis_At least one first-line anti-tuberculosis drug (Isoniazid, Rifampicin, Ethambutol); B = MDR TB_M.tuberculosis_MDR (Isoniazid + Rifampicin)"
136,A = ampicillin_E.coli_Ampicillin; B = nalidixic acid_E.coli_Nalidixic acid; C = ciprofloxacin_E.coli_Ciprofloxacin; D = sulfamethoxazole and trimethoprim_E.coli_TMP-SMX; E = ciprofloxacin + sulfamethoxazole and trimethoprim_E.coli_Ciprofloxacin + TMP-SMX; F = ESBL_E.coli_ESBL
137,A = Any first line_M.tuberculosis_Any (Isoniazid / Rifampicin / Streptomycin / Ethambutol); B = MDR TB_M.tuberculosis_MDR (Isoniazid + Rifampicin)
138,A = oxacillin_S.aureus_Oxacillin
141,"A = MDR 3_P.aeruginosa_MDR-PA (resistant to over three agents: ceftazidime, piperacillin, imipenem, ciprofloxacin, gentamicin and amikacin), Nosocomiales (French National Technical Committee for Nosocomial Infections) defined MDR-PA as a P. aeruginosa with an intermediate susceptibility or resistance to at least one of the three following antibiotics: ticarcillin, ceftazidime and imipenem"
142,"A = ESBL_Multiple_ESBL, Multiple (E.coli / K.pneumoniae)"
